item_id,timestamp,target
synthetic_0,2020-01-01 00:00:00,0.030471707975443137
synthetic_0,2020-01-01 01:00:00,-0.06233997075411011
synthetic_0,2020-01-01 02:00:00,0.15828969274879673
synthetic_0,2020-01-01 03:00:00,0.2187426904761102
synthetic_0,2020-01-01 04:00:00,-0.02919207223628717
synthetic_0,2020-01-01 05:00:00,0.07663075128201105
synthetic_0,2020-01-01 06:00:00,0.2602109704747737
synthetic_0,2020-01-01 07:00:00,0.2559514404886125
synthetic_0,2020-01-01 08:00:00,0.32554520891708627
synthetic_0,2020-01-01 09:00:00,0.2810025926839729
synthetic_0,2020-01-01 10:00:00,0.4926926458866112
synthetic_0,2020-01-01 11:00:00,0.5202753770992776
synthetic_0,2020-01-01 12:00:00,0.48607455016736906
synthetic_0,2020-01-01 13:00:00,0.6283386823704078
synthetic_0,2020-01-01 14:00:00,0.5976136288870596
synthetic_0,2020-01-01 15:00:00,0.4992254539109439
synthetic_0,2020-01-01 16:00:00,0.6553061372207127
synthetic_0,2020-01-01 17:00:00,0.5547457539659821
synthetic_0,2020-01-01 18:00:00,0.7695527028646281
synthetic_0,2020-01-01 19:00:00,0.7066055108949273
synthetic_0,2020-01-01 20:00:00,0.7217671865199183
synthetic_0,2020-01-01 21:00:00,0.6995309459579607
synthetic_0,2020-01-01 22:00:00,0.9159161637625931
synthetic_0,2020-01-01 23:00:00,0.8028696712575595
synthetic_0,2020-01-02 00:00:00,0.7987300862056746
synthetic_0,2020-01-02 01:00:00,0.8281290865472722
synthetic_0,2020-01-02 02:00:00,0.9368544578989679
synthetic_0,2020-01-02 03:00:00,0.938915369601353
synthetic_0,2020-01-02 04:00:00,0.9608254379631243
synthetic_0,2020-01-02 05:00:00,0.9782194630251894
synthetic_0,2020-01-02 06:00:00,1.1632642339602435
synthetic_0,2020-01-02 07:00:00,0.9207727789875731
synthetic_0,2020-01-02 08:00:00,0.9208361399416107
synthetic_0,2020-01-02 09:00:00,0.89964212416774
synthetic_0,2020-01-02 10:00:00,1.0498736304187988
synthetic_0,2020-01-02 11:00:00,1.1067139263674888
synthetic_0,2020-01-02 12:00:00,0.9862380662597002
synthetic_0,2020-01-02 13:00:00,0.9157017676589929
synthetic_0,2020-01-02 14:00:00,0.9176187735827248
synthetic_0,2020-01-02 15:00:00,1.0637399301951962
synthetic_0,2020-01-02 16:00:00,1.0698865142289238
synthetic_0,2020-01-02 17:00:00,1.0450290808250267
synthetic_0,2020-01-02 18:00:00,0.917595772469723
synthetic_0,2020-01-02 19:00:00,0.9990879029106792
synthetic_0,2020-01-02 20:00:00,0.9775716879640688
synthetic_0,2020-01-02 21:00:00,0.9761269230590117
synthetic_0,2020-01-02 22:00:00,1.0280997382178187
synthetic_0,2020-01-02 23:00:00,0.9483821487093835
synthetic_0,2020-01-03 00:00:00,0.9773725503610488
synthetic_0,2020-01-03 01:00:00,0.8981192882368604
synthetic_0,2020-01-03 02:00:00,0.9006065555062822
synthetic_0,2020-01-03 03:00:00,0.9136438650822447
synthetic_0,2020-01-03 04:00:00,0.682143851304253
synthetic_0,2020-01-03 05:00:00,0.7717999999862691
synthetic_0,2020-01-03 06:00:00,0.7312426695903415
synthetic_0,2020-01-03 07:00:00,0.687554337490579
synthetic_0,2020-01-03 08:00:00,0.6957860517151968
synthetic_0,2020-01-03 09:00:00,0.8433973866601723
synthetic_0,2020-01-03 10:00:00,0.5767189825998931
synthetic_0,2020-01-03 11:00:00,0.7283777541706862
synthetic_0,2020-01-03 12:00:00,0.430414875977598
synthetic_0,2020-01-03 13:00:00,0.5313264207408059
synthetic_0,2020-01-03 14:00:00,0.5462232666320118
synthetic_0,2020-01-03 15:00:00,0.5527837262330002
synthetic_0,2020-01-03 16:00:00,0.528640307586001
synthetic_0,2020-01-03 17:00:00,0.499414768396553
synthetic_0,2020-01-03 18:00:00,0.34704116476623226
synthetic_0,2020-01-03 19:00:00,0.29684960980772807
